idPet,petName,Gender,typeOfPet,bornPetDay
201618416916472,Red-billed toucan,Male,Ramphastos tucanus,Male
3567634856128470,"Wombat, common",Male,Vombatus ursinus,Male
3581515203558232,Tammar wallaby,Male,Macropus eugenii,Male
5394196477745672,"Pie, rufous tree",Male,Dendrocitta vagabunda,Male
3545048604061957,Black-winged stilt,Male,Himantopus himantopus,Male
6334751761302191,Blue waxbill,Male,Uraeginthus angolensis,Male
5100148799562835,"Plover, three-banded",Female,Charadrius tricollaris,Female
3569306542420839,Agile wallaby,Male,Macropus agilis,Female
5254840149655285,"Sheep, red",Female,Ovis ammon,Male
3544006976300677,American woodcock,Female,Scolopax minor,Male
502031989796938241,Herring gull,Female,unavailable,Male
3544772783690499,Egyptian cobra,Female,Naja haje,Female
201415892715092,Denham's bustard,Female,Neotis denhami,Male
6759586635969908,Great skua,Male,Catharacta skua,Female
4175009317874602,African lion,Female,Panthera leo,Male
3540147543776850,"Lion, australian sea",Male,Neophoca cinerea,Male
3543549858690542,"Butterfly, tropical buckeye",Female,Junonia genoveua,Female
3569528026952538,Japanese macaque,Male,Macaca fuscata,Female
4936431062372469,Eurasian beaver,Female,Castor fiber,Male
4993279278446,Blue duck,Female,Hymenolaimus malacorhynchus,Female
3584075886396159,Red-necked phalarope,Male,Phalaropus lobatus,Male
5048370515000081,"Finch, common melba",Male,Pytilia melba,Male
30440817834668,"Bustard, denham's",Male,Neotis denhami,Female
5602259189017539,Square-lipped rhinoceros,Female,Ceratotherium simum,Female
30289804303462,Openbill stork,Female,Anastomus oscitans,Male
4508117149056781,Fork-tailed drongo,Female,Dicrurus adsimilis,Female
4844145226776123,"Seal, southern elephant",Male,Mirounga leonina,Male
3569962270849621,European shelduck,Female,Tadorna tadorna,Female
201626107660572,African elephant,Female,Loxodonta africana,Female
346111584440034,Blue catfish,Male,Ictalurus furcatus,Male
3563071800489092,Numbat,Male,Myrmecobius fasciatus,Male
3528351453321980,"Otter, giant",Female,Pteronura brasiliensis,Male
201469712790850,Red and blue macaw,Female,Ara chloroptera,Male
3543604340083515,"Civet, common palm",Male,Paradoxurus hermaphroditus,Female
3530039230379829,Savannah deer (unidentified),Male,unavailable,Female
5598864267078653,Lava gull,Female,Larus fuliginosus,Female
3576402360963926,"Langur, hanuman",Male,Semnopithecus entellus,Male
201793323941119,"Monitor, two-banded",Female,Varanus salvator,Male
3551416724646406,Paradoxure,Female,Paradoxurus hermaphroditus,Male
3557133336130745,Steenbok,Female,Raphicerus campestris,Female
50383023644315339,"Openbill, asian",Female,Anastomus oscitans,Male
3528345219217664,Egyptian goose,Male,Alopochen aegyptiacus,Female
630400827374943088,Southern black-backed gull,Female,Larus dominicanus,Male
3572749645994017,Wild boar,Male,Sus scrofa,Male
5602250745066219,"Echidna, short-beaked",Male,Tachyglossus aculeatus,Male
3535266780510124,"Wallaby, tammar",Female,Macropus eugenii,Male
63044253708707790,"Cormorant, large",Male,Phalacrocorax carbo,Male
5602230285317347,Asian openbill,Male,Anastomus oscitans,Female
4026569799366923,"Legaan, water",Male,Varanus salvator,Female
5641825560606216,"Lizard, mexican beaded",Male,Heloderma horridum,Male
3543056169238201,Barrows goldeneye,Male,Bucephala clangula,Male
3551728179737799,Frog (unidentified),Male,Rana sp.,Female
3543800774368956,Blue and gold macaw,Male,Ara ararauna,Male
4405592624206602,"Bushbaby, large-eared",Male,Galago crassicaudataus,Male
6304924667840724933,"Porcupine, indian",Male,Hystrix indica,Female
3529468487760303,Red kangaroo,Female,Macropus rufus,Female
589387959706300581,African snake (unidentified),Female,unavailable,Female
3554157525648665,"Puffin, horned",Male,Fratercula corniculata,Male
30186268082501,Dassie,Male,Dendrohyrax brucel,Male
4844469899708290,"Jackal, asiatic",Male,Canis aureus,Female
4026513899017895,"Sloth, pale-throated three-toed",Female,Bradypus tridactylus,Female
060481883212208061,Dabchick,Female,Tachybaptus ruficollis,Male
3584607292151875,"Lion, mountain",Male,Felis concolor,Male
3539272765843510,Common wallaroo,Female,Macropus robustus,Male
337941997908412,Mountain duck,Male,Hymenolaimus malacorhynchus,Female
3562880651577792,Square-lipped rhinoceros,Male,Ceratotherium simum,Male
36901920913834,"Meerkat, red",Male,Cynictis penicillata,Female
5602226817656335,"Starling, cape",Male,Lamprotornis nitens,Female
3531285840520331,Javan gold-spotted mongoose,Female,Herpestes javanicus,Male
3589320730012486,"White-eye, pale",Male,Zosterops pallidus,Female
6383172922059051,Black-capped chickadee,Male,Parus atricapillus,Female
341621864437984,"Cockatoo, roseate",Female,Eolophus roseicapillus,Female
5100144608657205,"Woodpecker, red-headed",Female,Melanerpes erythrocephalus,Male
5602249175020134,"Crow, house",Female,Corvus brachyrhynchos,Female
3557867645895270,"Kangaroo, red",Male,Macropus rufus,Female
5007663739743455,"Dog, bush",Female,Speothos vanaticus,Female
3544920516146913,"Squirrel, smith's bush",Male,Paraxerus cepapi,Female
30547133721955,Scottish highland cow,Female,Bos taurus,Female
3577913319913027,"Frogmouth, tawny",Male,Podargus strigoides,Female
379987798743168,Spotted-tailed quoll,Female,Dasyurus maculatus,Female
3557284466632313,"Snake, buttermilk",Female,Coluber constrictor,Female
374288723879929,Western pygmy possum,Male,Cercatetus concinnus,Female
376853476924582,Sacred ibis,Male,Threskionis aethiopicus,Female
4917826820285411,"Cat, native",Male,Dasyurus viverrinus,Female
3571806402167590,Red deer,Male,Cervus elaphus,Female
6304263166371284713,Ring-tailed coatimundi,Male,Nasua nasua,Male
3547766343886081,Mara,Female,Dolichitus patagonum,Male
3557842713538656,Crown of thorns starfish,Male,Acanthaster planci,Male
4026719581314421,Common eland,Male,Taurotagus oryx,Male
5407377963062468,"Cormorant, great",Female,Phalacrocorax carbo,Male
3577916217602493,Brown brocket,Female,Mazama gouazoubira,Male
5602251834258410,"Caracara, yellow-headed",Male,Milvago chimachima,Male
3551845378185271,"Quoll, eastern",Male,Dasyurus viverrinus,Male
6389523519897259,Fringe-eared oryx,Male,Oryx gazella callotis,Male
5560822599026638,"Chipmunk, least",Male,Eutamias minimus,Female
3534094248202428,Little blue penguin,Male,Eudyptula minor,Male
3569954540050627,"Cat, kaffir",Male,Felis silvestris lybica,Male
3556389148905507,African black crake,Female,Limnocorax flavirostra,Female
3582516671728751,"Lark, horned",Male,Eremophila alpestris,Female
201527466746665,European beaver,Male,Castor fiber,Female
6304612715764735406,"Peccary, collared",Male,Tayassu tajacu,Female
4844563289343948,Bahama pintail,Male,Anas bahamensis,Female
3557465206994796,Greater flamingo,Female,Phoenicopterus ruber,Female
67611318963543547,"Hawk, red-tailed",Male,Buteo jamaicensis,Male
5602241027689539,White rhinoceros,Female,Ceratotherium simum,Female
3584976006345101,Bent-toed gecko,Male,Cyrtodactylus louisiadensis,Male
56022440980098002,"Goldeneye, barrows",Male,Bucephala clangula,Female
3581878045728375,"Tortoise, asian foreset",Female,Manouria emys,Male
3542957971995626,White-winged black tern,Female,Chlidonias leucopterus,Male
3582363830999407,Olive baboon,Male,Papio cynocephalus,Male
3554611506882677,"Porcupine, indian",Male,Hystrix indica,Female
3555141912799009,"Quail, gambel's",Female,Callipepla gambelii,Male
5641820412268075,Ant (unidentified),Female,unavailable,Female
374622108508119,"Tortoise, radiated",Female,Geochelone radiata,Female
4913817594385085,"Monster, gila",Male,Heloderma horridum,Male
30339421435021,Silver-backed fox,Male,Vulpes chama,Male
3538249011001706,Grey phalarope,Male,Phalaropus fulicarius,Female
5602228968346264825,"Zorro, common",Female,Dusicyon thous,Male
3535206583507281,Ringtail,Male,Bassariscus astutus,Female
4917875343909817,King vulture,Female,Sarcorhamphus papa,Female
5108751547908440,Eurasian badger,Male,Meles meles,Female
374288991814350,"Mongoose, yellow",Male,Cynictis penicillata,Male
6763656276830190,"Bee-eater, white-fronted",Female,Merops bullockoides,Female
5187406072950697,"Deer, savannah",Male,Mazama gouazoubira,Female
5477787886574701,White-nosed coatimundi,Male,Nasua narica,Male
5100139998411981,"Fox, north american red",Male,Vulpes vulpes,Male
3565151032443725,"Crane, black-crowned",Female,Balearica pavonina,Female
5490497840967339,Cape wild cat,Male,Felis libyca,Female
30589447424298,"Sparrow, rufous-collared",Male,Zonotrichia capensis,Male
5641829931387005532,Lesser flamingo,Female,Phoeniconaias minor,Female
5602213480487586,"Mockingbird, galapagos",Female,Nesomimus trifasciatus,Female
4150715025325,Bonnet macaque,Male,Macaca radiata,Male
372301475985919,"Dolphin, striped",Female,Stenella coeruleoalba,Male
3540255033984734,Smith's bush squirrel,Female,Paraxerus cepapi,Male
5403563105211642,Black-throated butcher bird,Female,Cracticus nigroagularis,Female
560223604986204058,Black kite,Female,Milvus migrans,Female
4026171697223361,Eleven-banded armadillo (unidentified),Female,Cabassous sp.,Female
5602223173149443,"Blackbird, red-winged",Female,Agelaius phoeniceus,Female
5010126026243725,Hottentot teal,Male,Anas punctata,Female
3531561221796710,"Baboon, savanna",Male,Papio cynocephalus,Male
4936313052102786765,Black-cheeked waxbill,Female,Estrilda erythronotos,Male
30590190688659,"Owl, snowy",Male,Nyctea scandiaca,Male
4017958891230247,White-tailed deer,Female,Odocoilenaus virginianus,Female
3574170731958683,"Porcupine, north american",Female,Erethizon dorsatum,Male
3560269031957944,"Goldeneye, barrows",Female,Bucephala clangula,Male
5038508212000704,"Bulbul, black-fronted",Female,Pycnonotus nigricans,Male
3570030490781524,"Ringtail, common",Male,Pseudocheirus peregrinus,Female
6371938166755503,Cattle egret,Male,Bubulcus ibis,Female
3542475449738668,Blackish oystercatcher,Female,Haematopus ater,Male
5602220475601162,"Otter, oriental short-clawed",Male,Aonyx cinerea,Female
3583022348324404,"Sandgrouse, yellow-throated",Female,Pterocles gutturalis,Male
201669344952428,"Vulture, griffon",Female,Gyps fulvus,Female
4175001167623007,"Lemur, sportive",Female,Lepilemur rufescens,Male
3565314060776875,Hoary marmot,Female,Marmota caligata,Male
201776570271595,"Camel, dromedary",Female,Camelus dromedarius,Male
5010128991918224,Red-billed tropic bird,Male,Phaethon aethereus,Female
201667386641206,Crowned eagle,Male,Spizaetus coronatus,Male
36607850533894,"Toucan, white-throated",Male,Ramphastos tucanus,Male
4917689414322945,"Fox, savanna",Female,Dusicyon thous,Female
3587511297910151,"Sheathbill, snowy",Male,Chionis alba,Male
3540070749852194,"Fox, pampa gray",Female,Pseudalopex gymnocercus,Female
3539627288657236,"Moccasin, water",Male,Agkistrodon piscivorus,Female
6334783400362286,African skink,Male,Mabuya spilogaster,Female
5602244869395571815,Prairie falcon,Male,Falco mexicanus,Female
6304063697446712,Large cormorant,Female,Phalacrocorax carbo,Male
4903920035801966015,Yellow-crowned night heron,Female,Nyctanassa violacea,Male
3558868095414520,"Boa, malagasy ground",Male,Acrantophis madagascariensis,Female
374622692470536,"Lion, mountain",Female,Felis concolor,Female
6394327988513683,Mule deer,Female,Odocoileus hemionus,Male
6759646388302930288,"Fox, blue",Male,Alopex lagopus,Male
6767578994683725,Wattled crane,Male,Bugeranus caruncalatus,Male
6759787934785702,Tayra,Female,Eira barbata,Male
3582295633115163,"Barbet, levaillant's",Female,Trachyphonus vaillantii,Male
675947177514499426,"Cat, long-tailed spotted",Male,Felis wiedi or Leopardus weidi,Female
3548720734701648,"Gecko, bent-toed",Male,Cyrtodactylus louisiadensis,Male
3563237401664819,Square-lipped rhinoceros,Female,Ceratotherium simum,Female
50207898591308047,"Pelican, eastern white",Female,Pelecans onocratalus,Female
3554373299876313,"Marshbird, brown and yellow",Male,Pseudoleistes virescens,Male
3569659652385097,Black-fronted bulbul,Female,Pycnonotus nigricans,Female
3576695598077050,"Wallaby, tammar",Male,Macropus eugenii,Male
3588084555119369,Nile crocodile,Female,Crocodylus niloticus,Male
3575935764301947,Australian sea lion,Female,Neophoca cinerea,Female
5419322819511520,Pronghorn,Female,Antilocapra americana,Male
5365209888210130,"Cat, cape wild",Male,Felis libyca,Male
3544542453614495,Leadbeateri's ground hornbill,Male,Bucorvus leadbeateri,Male
4175000555669762,Lizard (unidentified),Female,unavailable,Male
337941615024824,"Seal, northern elephant",Female,Mirounga angustirostris,Female
6304896533372232,"Starling, cape",Female,Lamprotornis nitens,Female
6331100640948001,"Cat, civet",Male,Bassariscus astutus,Female
3540412151885496,Huron,Female,Galictis vittata,Female
3574765673794556,"Stork, saddle-billed",Female,Ephipplorhynchus senegalensis,Female
3576348318155562,"Otter, north american river",Female,Lutra canadensis,Male
50384966966267117,Azara's zorro,Male,Pseudalopex gymnocercus,Male
3554968911499236,"Colobus, black and white",Male,Colobus guerza,Female
676345607101828153,Oriental white-backed vulture,Male,Gyps bengalensis,Female
3555766994216058,Sable antelope,Male,Hippotragus niger,Male
3575396768483704,Tiger cat,Male,Dasyurus maculatus,Male
4026228555261295,Brush-tailed rat kangaroo,Male,Bettongia penicillata,Male
4911048431443272666,Pampa gray fox,Male,Pseudalopex gymnocercus,Male
4508685563041901,Crimson-breasted shrike,Female,Laniaurius atrococcineus,Male
3575726725036239,Galapagos penguin,Female,Spheniscus mendiculus,Female
5284430826131315,Dama wallaby,Male,Macropus eugenii,Male
3581555540089954,White-faced tree rat,Female,Echimys chrysurus,Male
6771863175901349049,Levaillant's barbet,Male,Trachyphonus vaillantii,Female
372545680128919,Common zebra,Male,Equus burchelli,Male
4026785001893765,"Woodcock, american",Female,Scolopax minor,Male
3536475382210046,Yellow-billed stork,Male,Mycteria ibis,Male
630435585719937863,Ovenbird,Male,Seiurus aurocapillus,Female
5641820292523333604,"Caracara, yellow-headed",Male,Milvago chimachima,Male
5610130040088425,"Fox, crab-eating",Female,Dusicyon thous,Male
56105538926860169,Alpaca,Female,Lama pacos,Female
6759114686232314,Galapagos penguin,Female,Spheniscus mendiculus,Male
3564721119389610,"Roadrunner, greater",Female,Geococcyx californianus,Male
3575357396271671,Asian foreset tortoise,Female,Manouria emys,Male
3579476684577627,Plains zebra,Male,Equus burchelli,Male
374622172102161,Common goldeneye,Female,Bucephala clangula,Female
6762310059247112,"Rhea, common",Female,Rhea americana,Female
4041371052806443,Verreaux's sifaka,Female,Propithecus verreauxi,Female
3567259267432475,"Cat, cape wild",Male,Felis libyca,Male
4041595576385548,Comb duck,Male,Sarkidornis melanotos,Female
3542881374474296,"Heron, gray",Male,Ardea cinerea,Female
3560488536262770,Long-tailed spotted cat,Female,Felis wiedi or Leopardus weidi,Female
3558177300748759,Verreaux's sifaka,Female,Propithecus verreauxi,Female
5610830011297369146,Southern white-crowned shrike,Male,Eurocephalus anguitimens,Male
675902240301376083,"Crane, sarus",Female,Grus antigone,Female
3585083297156252,Roseat flamingo,Female,Phoenicopterus ruber,Female
63042686747517815,Bird (unidentified),Male,unavailable,Female
5100139613152226,"Gecko, ring-tailed",Female,Cyrtodactylus louisiadensis,Male
30395423669827,Fork-tailed drongo,Male,Dicrurus adsimilis,Male
379527503844842,"Fox, grey",Male,Vulpes cinereoargenteus,Female
3576944565732077,"Lion, southern sea",Female,Otaria flavescens,Female
3553659487499111,"Weaver, chestnut",Male,Ploceus rubiginosus,Male
5366146117653541,African snake (unidentified),Female,unavailable,Female
4026848915357994,"Crane, sandhill",Male,Grus canadensis,Male
3553327716141686,Gemsbok,Female,Oryx gazella,Female
4405297712951412,Water legaan,Female,Varanus salvator,Female
676786154614195131,Red-cheeked cordon bleu,Male,Uraeginthus bengalus,Female
3588119512910433,Common duiker,Female,Sylvicapra grimma,Male
4936046596160592,Rhesus monkey,Male,Macaca mulatta,Female
3584350903932413,"Cat, toddy",Male,Paradoxurus hermaphroditus,Male
560223466650534412,"Stork, openbill",Female,Anastomus oscitans,Female
201781557771120,Long-tailed spotted cat,Male,Felis wiedi or Leopardus weidi,Male
3529941356669607,"Gull, silver",Male,Larus novaehollandiae,Male
3565601899358481,"Grenadier, purple",Male,Uraeginthus granatina,Male
56022527766062796,Brown brocket,Male,Mazama gouazoubira,Male
3579812601982575,Roseate cockatoo,Male,Eolophus roseicapillus,Female
3536885448781261,Little blue penguin,Male,Eudyptula minor,Male
50209863809392215,"Deer, barasingha",Female,Cervus duvauceli,Female
5108757019695332,"Cat, toddy",Female,Paradoxurus hermaphroditus,Female
345687218731667,"Kite, black",Female,Milvus migrans,Female
6391888095523355,"Porcupine, north american",Male,Erethizon dorsatum,Male
4041376644407,"Genet, small-spotted",Male,Genetta genetta,Male
30377516247521,"Crane, brolga",Female,Grus rubicundus,Female
5602226332601857,"Phalarope, red-necked",Female,Phalaropus lobatus,Male
374622073115049,Galapagos sea lion,Female,Zalophus californicus,Female
3576149790414505,White-tailed deer,Female,Odocoilenaus virginianus,Male
5479771086008874,Common palm civet,Male,Paradoxurus hermaphroditus,Female
3578616399003457,"Macaw, blue and gold",Male,Ara ararauna,Female
3532855467177109,Bare-faced go away bird,Male,Lorythaixoides concolor,Female
3539116735823963,Western patch-nosed snake,Male,Salvadora hexalepis,Female
3542712798192018,"Cormorant, pied",Male,Phalacrocorax varius,Female
30126019434015,"Lion, galapagos sea",Female,Zalophus californicus,Male
490568145704631639,Red-tailed phascogale,Female,Phascogale calura,Male
560222223881090479,Cape white-eye,Female,Zosterops pallidus,Female
561054756791677340,"Gecko, barking",Female,Phylurus milli,Male
30465282285708,"Snake, carpet",Male,Morelia spilotes variegata,Male
4175002601323915,"Swan, trumpeter",Female,Cygnus buccinator,Male
5324510693489789,Worm snake (unidentified),Male,Carphophis sp.,Female
3532592614588934,Common mynah,Female,Acridotheres tristis,Female
675961400611701275,Spectacled caiman,Female,Caiman crocodilus,Female
3564438168998726,Asian red fox,Female,Vulpes vulpes,Female
3565447050790736,"Bulbul, black-eyed",Female,Pycnonotus barbatus,Female
3567389347369924,"Cat, toddy",Male,Paradoxurus hermaphroditus,Male
3545123869194114,Indian porcupine,Male,Hystrix indica,Female
5487212298113889,Bengal vulture,Female,Gyps bengalensis,Male
6374515114623319,Python (unidentified),Male,unavailable,Male
3534889903126261,Paca,Female,Agouti paca,Male
3542201060424887,"Wolf, mexican",Female,Canis lupus baileyi,Female
6759175820864031,Blue-tongued skink,Female,Tiliqua scincoides,Female
3534196560385077,Turtle (unidentified),Male,unavailable,Female
3561060584957905,Malay squirrel (unidentified),Female,unavailable,Male
5018178768559620,Gray heron,Female,Ardea cinerea,Female
3530163825419129,Civet (unidentified),Male,unavailable,Male
58932171237291661,Defassa waterbuck,Male,Kobus defassa,Female
3567144747221971,Bare-faced go away bird,Female,Lorythaixoides concolor,Male
4917293546445243,Bengal vulture,Female,Gyps bengalensis,Female
374622212226251,"Fowl, helmeted guinea",Female,Numida meleagris,Female
374288822096722,"Mongoose, small indian",Female,Herpestes javanicus,Female
3562372729602380,Spotted hyena,Female,Crocuta crocuta,Female
3553074556128965,Red-tailed wambenger,Female,Phascogale calura,Male
3583828054473940,"Badger, european",Female,Meles meles,Female
3561339374368055,Blue wildebeest,Male,Connochaetus taurinus,Female
3551106935035701,"Cat, african wild",Female,Felis silvestris lybica,Male
5602246102801745411,"Spoonbill, european",Male,Platalea leucordia,Male
6383911128285329,House sparrow,Male,Passer domesticus,Female
3561673207806893,Mississippi alligator,Female,Alligator mississippiensis,Female
5462169239903415,Blacksmith plover,Male,Vanellus armatus,Female
3567537723558904,American woodcock,Female,Scolopax minor,Female
3560389017094296,"Deer, swamp",Female,Cervus duvauceli,Male
3546197957208894,Arctic lemming,Male,Dicrostonyx groenlandicus,Female
3578997513086952,White stork,Female,Ciconia ciconia,Male
30417732721071,Chuckwalla,Male,Sauromalus obesus,Male
3529712215436748,"Dunnart, fat-tailed",Male,Smithopsis crassicaudata,Male
30185263325634,"Falcon, prairie",Female,Falco mexicanus,Male
3550464585340900,"Goose, cereopsis",Female,Cereopsis novaehollandiae,Female
6384765950855784,Manatee,Female,Trichechus inunguis,Male
5002355287029156,"Owl, white-browed",Female,Ninox superciliaris,Male
201666543494251,Bleeding heart monkey,Male,Theropithecus gelada,Male
5100139203851724,"Admiral, indian red",Male,Vanessa indica,Male
5560254902550486,Brown pelican,Male,Pelecanus occidentalis,Female
3576342280218532,"Armadillo, giant",Male,Priodontes maximus,Female
3543912544252616,Red-winged blackbird,Male,Agelaius phoeniceus,Female
4913982205044958,Adouri (unidentified),Female,unavailable,Female
3582223050775509,American bighorn sheep,Female,Ovis canadensis,Female
3531720453166790,"Hen, sage",Female,Centrocercus urophasianus,Male
4844096947920377,Sarus crane,Male,Grus antigone,Female
4175007119350318,"Robin, kalahari scrub",Male,Certotrichas paena,Female
3570680067049091,Mountain lion,Male,Felis concolor,Male
3583152948938509,"Cobra, egyptian",Female,Naja haje,Male
3578858935735958,Asian red fox,Male,Vulpes vulpes,Male
4577884685440,"Shrike, crimson-breasted",Male,Laniaurius atrococcineus,Male
5314822693941145,"Bustard, stanley",Male,Neotis denhami,Male
6371189085820826,"Fox, crab-eating",Male,Dusicyon thous,Female
3586796240171289,"Jacana, african",Male,Actophilornis africanus,Female
30148531531342,"Whale, baleen",Female,Eubalaena australis,Female
3581030364391621,"Dove, emerald-spotted wood",Male,Turtur chalcospilos,Female
5602234358017859,"Bird, magnificent frigate",Female,Fregata magnificans,Female
3533693938601111,"Heron, striated",Male,Butorides striatus,Male
56100454955336805,"Baboon, yellow",Female,Papio cynocephalus,Male
3534946985145294,Blackish oystercatcher,Male,Haematopus ater,Male
3557929067803008,Cook's tree boa,Male,Corallus hortulanus cooki,Female
3567906729695590,Two-toed tree sloth,Male,Choloepus hoffmani,Male
3560946315979112,Bonnet macaque,Female,Macaca radiata,Male
6767462580681846242,Steenbuck,Male,Raphicerus campestris,Male
3587800371304591,Ocelot,Male,Felis pardalis,Male
3576384879454615,Sandhill crane,Male,Grus canadensis,Female
3579845932658498,"Fox, arctic",Male,Alopex lagopus,Female
201697274707181,Numbat,Female,Myrmecobius fasciatus,Female
3573772039021337,African buffalo,Female,Snycerus caffer,Female
3576141188642623,Barasingha deer,Female,Cervus duvauceli,Female
3531124977351105,"Deer, spotted",Female,Axis axis,Male
3536518489671345,Asian red fox,Male,Vulpes vulpes,Male
3560599522174546,Moose,Female,Alces alces,Female
6389082857772954,Silver-backed jackal,Male,Canis mesomelas,Female
3563026566156160,"Stork, openbill",Male,Anastomus oscitans,Female
4017952399701296,California sea lion,Male,Zalophus californicus,Female
56022143741411858,Ibex,Male,Capra ibex,Female
3588675706648527,Long-nosed bandicoot,Female,Perameles nasuta,Male
3589656172363196,"Goose, snow",Female,Anser caerulescens,Female
3582572884558204,"Armadillo, common long-nosed",Female,Dasypus novemcinctus,Male
3562634473738375,Jungle kangaroo,Female,Macropus agilis,Female
6762949173294904,Black-throated butcher bird,Female,Cracticus nigroagularis,Male
5100179348540493,"Squirrel, golden-mantled ground",Female,Spermophilus lateralis,Female
3567881092041112,"Shark, blue",Male,Prionace glauca,Female
3551868757703605,Nyala,Female,Tragelaphus angasi,Male
4175005255872426,Greater flamingo,Female,Phoenicopterus ruber,Female
5561920373279099,Masked booby,Female,Sula dactylatra,Female
5010124577551554,"Squirrel, eurasian red",Female,Sciurus vulgaris,Male
5602218042327568,Common wombat,Male,Vombatus ursinus,Male
5374573607317230,Goanna lizard,Male,Varanus sp.,Male
3543260599593397,"Viper, egyptian",Female,Naja haje,Female
493602441371800058,Dingo,Male,Canis dingo,Male
3529534958199717,Brown and yellow marshbird,Male,Pseudoleistes virescens,Female
6334681842823636,Grizzly bear,Female,Ursus arctos,Male
3563012582006258,"Catfish, blue",Male,Ictalurus furcatus,Female
3553925828953078,Aardwolf,Female,Proteles cristatus,Female
337941485978646,Bohor reedbuck,Female,Redunca redunca,Female
201861354810675,"Squirrel, golden-mantled ground",Male,Spermophilus lateralis,Male
6331107129786703,Australian sea lion,Male,Neophoca cinerea,Female
564182060119039526,"Beaver, european",Male,Castor fiber,Female
3536330799403868,Pale-throated three-toed sloth,Male,Bradypus tridactylus,Female
3530652909094345,African jacana,Male,Actophilornis africanus,Male
3578379123979878,"Monkey, bleeding heart",Female,Theropithecus gelada,Male
3554589072944222,Asian water buffalo,Female,Bubalus arnee,Male
4405445927776245,"Oryx, beisa",Male,Oryx gazella,Male
201888331908215,"Cardinal, red-capped",Male,Paroaria gularis,Male
633393014323454284,"Cat, long-tailed spotted",Male,Felis wiedi or Leopardus weidi,Female
201562583579285,Mountain lion,Female,Felis concolor,Male
3579044542037513,"Tortoise, burmese black mountain",Male,Manouria emys,Male
5602246153947098,Giant armadillo,Female,Priodontes maximus,Female
5602237010061231,"Monkey, red howler",Female,Alouatta seniculus,Male
3553222277679366,Greater kudu,Male,Tragelaphus strepsiceros,Female
36143800192110,"Dolphin, striped",Female,Stenella coeruleoalba,Male
379383289491675,White-rumped vulture,Female,Gyps bengalensis,Male
3542220897827245,Mouflon,Male,Ovis musimon,Male
3528298935022167,Blue racer,Female,Coluber constrictor foxii,Female
3586217890484948,Magnificent frigate bird,Male,Fregata magnificans,Male
3585231958212233,Giant otter,Female,Pteronura brasiliensis,Male
5431617116160598,"Bee-eater, carmine",Male,Merops nubicus,Male
3565022545764420,Raccoon dog,Female,Nyctereutes procyonoides,Female
3578224221418793,Tayra,Female,Eira barbata,Male
36400736647264,"Duck, blue",Female,Hymenolaimus malacorhynchus,Male
5602231961290685405,Pine snake (unidentified),Male,Pituophis melanaleucus,Male
4913421558356974,Mouflon,Female,Ovis musimon,Female
5641822634595297720,Pied crow,Male,Corvus albus,Male
3587987201772012,"Weaver, white-browed sparrow",Male,Plocepasser mahali,Female
343642529256211,"Lion, southern sea",Male,Otaria flavescens,Male
3559971660074247,"Seal, common",Female,Phoca vitulina,Female
5602253201870520,"Crane, wattled",Male,Bugeranus caruncalatus,Female
3573737604225449,Spotted-tailed quoll,Female,Dasyurus maculatus,Female
676123551462045296,Long-billed cockatoo,Male,Cacatua tenuirostris,Female
5020556173373753249,Kaffir cat,Male,Felis silvestris lybica,Male
3574326461734559,Pronghorn,Male,Antilocapra americana,Male
56022435087024729,"Vulture, bengal",Male,Gyps bengalensis,Male
3531188408462450,"Sloth, pale-throated three-toed",Female,Bradypus tridactylus,Female
5610636635411400,"Constrictor, eastern boa",Female,Acrantophis madagascariensis,Female
6763678395748465640,Least chipmunk,Male,Eutamias minimus,Female
5048378884567481,Western palm tanager (unidentified),Male,unavailable,Male
6709538199587056,Nyala,Female,Tragelaphus angasi,Male
36226876101089,Black-fronted bulbul,Male,Pycnonotus nigricans,Male
30287204959123,"Macaw, blue and gold",Female,Ara ararauna,Female
5610527043378350032,"Quoll, spotted-tailed",Female,Dasyurus maculatus,Female
3539609611586209,"Crow, pied",Female,Corvus albus,Male
374283857813455,California sea lion,Male,Zalophus californicus,Male
379196305176264,"Dove, little brown",Female,Streptopelia senegalensis,Male
374283696044908,Agile wallaby,Male,Macropus agilis,Female
4175009783592662,Mexican beaded lizard,Female,Heloderma horridum,Female
3541308348332971,Tokay gecko,Female,Gekko gecko,Female
30419453921757,"Mouse, four-striped grass",Male,Rhabdomys pumilio,Male
5100170501422447,Common shelduck,Male,Tadorna tadorna,Female
3576357014193769,"Anteater, australian spiny",Male,Tachyglossus aculeatus,Male
630451798242325360,Brush-tailed phascogale,Male,Phascogale tapoatafa,Female
6304022950957821242,"Rhinoceros, white",Female,Ceratotherium simum,Female
3570783464536270,"Peacock, indian",Male,Pavo cristatus,Female
3561159404815846,"Bird, magnificent frigate",Male,Fregata magnificans,Female
4992509554113,Stone sheep,Female,Ovis dalli stonei,Male
3555672160941737,Cattle egret,Female,Bubulcus ibis,Female
670646752134629175,Pied butcher bird,Male,Cracticus nigroagularis,Female
3583309823527969,Little brown bat,Male,Myotis lucifugus,Female
3544898406752802,"Cat, miner's",Female,Bassariscus astutus,Female
201559712587486,Mallard,Male,Anas platyrhynchos,Female
3550476385197199,Two-toed tree sloth,Male,Choloepus hoffmani,Male
3547013955149528,"Duiker, gray",Male,Sylvicapra grimma,Male
